ID,utterance,annotation,list-ID
44,regarde t as qu'à regarder les accessoires pendant que je mets le toit moi .,"[NULL,NULL,NULL]",2
45,tu veux bien ? [media],"[NULL,NULL,NULL]",1
45,tu veux bien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
46,le toit . [media],"[NULL,NULL,NULL]",1
46,le toit . [media],"[NULL,NULL,NULL]",2
47,pourquoi il y a une citrouille ? [media],"[NULL,NULL,NULL]",1
47,pourquoi il y a une citrouille ? [media],"[NULL,NULL,NULL]",2
48,hé à ton avis qu'est-ce qu'on pourrait en faire avec cette citrouille ? [media],"[NULL,NULL,NULL]",1
48,hé à ton avis qu'est-ce qu'on pourrait en faire avec cette citrouille ? [media],"[NULL,NULL,NULL]",2
49,ah . [media],"[NULL,NULL,NULL]",1
49,ah . [media],"[NULL,NULL,NULL]",2
50,Halloween . [media],"[NULL,NULL,NULL]",1
50,Halloween . [media],"[NULL,NULL,NULL]",2
51,0. . [media],"[NULL,NULL,NULL]",1
51,0. . [media],"[NULL,NULL,NULL]",2
52,[quote] Halloween .,"[NULL,NULL,NULL]",1
52,[quote] Halloween .,"[NULL,NULL,NULL]",2
53,on peut décorer . [media],"[NULL,NULL,NULL]",1
53,on peut décorer . [media],"[NULL,NULL,NULL]",2
54,0. . [media],"[NULL,NULL,NULL]",1
54,0. . [media],"[NULL,NULL,NULL]",2
55,où est-ce que tu veux la mettre ? [media],"[NULL,NULL,NULL]",1
55,où est-ce que tu veux la mettre ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
56,est est-ce que je te gêne ? [media],"[NULL,NULL,NULL]",1
56,est est-ce que je te gêne ? [media],"[NULL,NULL,NULL]",2
57,je suis sur \<interruption\>,"[NULL,NULL,NULL]",1
57,je suis sur \<interruption\>,"[NULL,NULL,NULL]",2
58,[quote] non pas du tout .,"[NULL,NULL,NULL]",1
58,[quote] non pas du tout .,"[NULL,NULL,NULL]",2
59,non du tout .,"[NULL,NULL,NULL]",1
59,non du tout .,"[NULL,NULL,NULL]",2
60,[quote] ouh la porte elle est déjà ouverte .,"[NULL,NULL,NULL]",1
60,[quote] ouh la porte elle est déjà ouverte .,"[NULL,NULL,NULL]",2
61,0. . [media],"[NULL,NULL,NULL]",1
61,0. . [media],"[NULL,NULL,NULL]",2
62,hop . [media],"[NULL,NULL,NULL]",1
62,hop . [media],"[NULL,NULL,NULL]",2
63,une fenêtre . [media],"[NULL,NULL,NULL]",1
63,une fenêtre . [media],"[NULL,NULL,NULL]",2
64,la porte je la ferme . [media],"[NULL,NULL,NULL]",1
64,la porte je la ferme . [media],"[NULL,NULL,NULL]",2
65,une autre fenêtre . [media],"[NULL,NULL,NULL]",1
65,une autre fenêtre . [media],"[NULL,NULL,NULL]",2
66,une citrouille . [media],"[NULL,NULL,NULL]",1
66,une citrouille . [media],"[NULL,NULL,NULL]",2
67,pourquoi t as une lampe ? [media],"[NULL,NULL,NULL]",1
67,pourquoi t as une lampe ? [media],"[NULL,NULL,NULL]",2
68,à ton avis . [media],"[NULL,NULL,NULL]",1
68,à ton avis . [media],"[NULL,NULL,NULL]",2
69,ben pour faire de la lumière . [media],"[NULL,NULL,NULL]",1
69,ben pour faire de la lumière . [media],"[NULL,NULL,NULL]",2
70,ah bah oui . [media],"[NULL,NULL,NULL]",1
70,ah bah oui . [media],"[NULL,NULL,NULL]",2
71,sûrement . [media],"[NULL,NULL,NULL]",1
71,sûrement . [media],"[NULL,NULL,NULL]",2
72,[quote] il y a une télé pour regarder la télé .,"[NULL,NULL,NULL]",1
72,[quote] il y a une télé pour regarder la télé .,"[NULL,NULL,NULL]",2
73,ouais . [media],"[NULL,NULL,NULL]",1
73,ouais . [media],"[NULL,NULL,NULL]",2
74,[quote] ouh .,"[NULL,NULL,NULL]",1
74,[quote] ouh .,"[NULL,NULL,NULL]",2
75,qu'est-ce qu'on regarde à la télé ? [media],"[NULL,NULL,NULL]",1
75,qu'est-ce qu'on regarde à la télé ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
76,yyy yyy . [media],"[NULL,NULL,NULL]",1
76,yyy yyy . [media],"[CHI-Response:No-label,NULL,NULL]",2
77,qu'est-ce que tu aimes regarder toi à la télé ? [media],"[NULL,NULL,NULL]",1
77,qu'est-ce que tu aimes regarder toi à la télé ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
78,euh les schtroumpfs . [media],"[NULL,NULL,NULL]",1
78,euh les schtroumpfs . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
79,les schtroumpfs ? [media],"[NULL,NULL,NULL]",1
79,les schtroumpfs ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,Complex-long]",2
80,oui . [media],"[NULL,NULL,NULL]",1
80,oui . [media],"[NULL,NULL,NULL]",2
81,sur quelle chaîne ?,"[NULL,NULL,NULL]",1
81,sur quelle chaîne ?,"[NULL,NULL,NULL]",2
82,tu sais sur quelle chaîne tu les regardes ? [media],"[NULL,NULL,NULL]",1
82,tu sais sur quelle chaîne tu les regardes ? [media],"[NULL,NULL,NULL]",2
83,0. . [media],"[NULL,NULL,NULL]",1
83,0. . [media],"[NULL,NULL,NULL]",2
84,[quote] sur quelle chaîne les schtroumpfs ?,"[NULL,NULL,NULL]",1
84,[quote] sur quelle chaîne les schtroumpfs ?,"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
85,[quote] ou c'est ou c'est une vidéo ?,"[NULL,NULL,NULL]",1
85,[quote] ou c'est ou c'est une vidéo ?,"[NULL,NULL,NULL]",2
86,sur sur Canal_Plus_Family . [media],"[NULL,NULL,NULL]",1
86,sur sur Canal_Plus_Family . [media],"[NULL,NULL,NULL]",2
87,[quote] ah .,"[NULL,NULL,NULL]",1
87,[quote] ah .,"[NULL,NULL,NULL]",2
88,génial . [media],"[NULL,NULL,NULL]",1
88,génial . [media],"[NULL,NULL,NULL]",2
89,Canal_Plus_Family . [media],"[NULL,NULL,NULL]",1
89,Canal_Plus_Family . [media],"[NULL,NULL,NULL]",2
90,oui . [media],"[NULL,NULL,NULL]",1
90,oui . [media],"[NULL,NULL,NULL]",2
91,regarde je vais mettre la cheminée . [media],"[NULL,NULL,NULL]",1
91,regarde je vais mettre la cheminée . [media],"[NULL,NULL,NULL]",2
92,0. . [media],"[NULL,NULL,NULL]",1
92,0. . [media],"[NULL,NULL,NULL]",2
93,[quote] oui .,"[NULL,NULL,NULL]",1
93,[quote] oui .,"[NULL,NULL,NULL]",2
94,0. ouh \<None\> \<None\> \<None\> \<None\> \<None\> je peux mettre l'autre bout de toit . [media],"[NULL,NULL,NULL]",1
94,0. ouh \<None\> \<None\> \<None\> \<None\> \<None\> je peux mettre l'autre bout de toit . [media],"[NULL,NULL,NULL]",2
95,vas_y .,"[NULL,NULL,NULL]",1
95,vas_y .,"[NULL,NULL,NULL]",2
96,tiens . [media],"[NULL,NULL,NULL]",1
96,tiens . [media],"[NULL,NULL,NULL]",2
97,hé ben attends approche toi un peu parce que là ... [media],"[NULL,NULL,NULL]",1
97,hé ben attends approche toi un peu parce que là ... [media],"[NULL,NULL,NULL]",2
98,0. ah c'est trop loin . [media],"[NULL,NULL,NULL]",1
98,0. ah c'est trop loin . [media],"[NULL,NULL,NULL]",2
99,[quote] tu vas tomber sinon .,"[NULL,NULL,NULL]",1
99,[quote] tu vas tomber sinon .,"[NULL,NULL,NULL]",2
100,je suis trop loin . [media],"[NULL,NULL,NULL]",1
100,je suis trop loin . [media],"[NULL,NULL,NULL]",2
101,t es trop loin ?,"[NULL,NULL,NULL]",1
101,t es trop loin ?,"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
102,hé . [media],"[NULL,NULL,NULL]",1
102,hé . [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
103,hop .,"[NULL,NULL,NULL]",1
103,hop .,"[PAR-Follow-up:other,NULL,NULL]",2
104,ah la elle est grande . [media],"[NULL,NULL,NULL]",1
104,ah la elle est grande . [media],"[NULL,NULL,NULL]",2
105,[quote] encore une fenêtre .,"[NULL,NULL,NULL]",1
105,[quote] encore une fenêtre .,"[NULL,NULL,NULL]",2
106,elle est grande cette maison . [media],"[NULL,NULL,NULL]",1
106,elle est grande cette maison . [media],"[NULL,NULL,NULL]",2
107,ouais elle est super grande oui . [media],"[NULL,NULL,NULL]",1
107,ouais elle est super grande oui . [media],"[NULL,NULL,NULL]",2
108,super super \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",1
108,super super \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",2
109,voilà .,"[NULL,NULL,NULL]",1
109,voilà .,"[NULL,NULL,NULL]",2
110,mets l'herbe . [media],"[NULL,NULL,NULL]",1
110,mets l'herbe . [media],"[NULL,NULL,NULL]",2
111,[quote] alors ...,"[NULL,NULL,NULL]",1
111,[quote] alors ...,"[NULL,NULL,NULL]",2
112,\<None\> \<None\> \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",1
112,\<None\> \<None\> \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",2
113,c'est ça . [media],"[NULL,NULL,NULL]",1
113,c'est ça . [media],"[NULL,NULL,NULL]",2
114,ben oui c'est génial . [media],"[NULL,NULL,NULL]",1
114,ben oui c'est génial . [media],"[NULL,NULL,NULL]",2
115,[quote] xxx t as vu ils ont un grand jardin .,"[NULL,NULL,NULL]",1
115,[quote] xxx t as vu ils ont un grand jardin .,"[NULL,NULL,NULL]",2
116,bon ça on va le laisser de côté . [media],"[NULL,NULL,NULL]",1
116,bon ça on va le laisser de côté . [media],"[NULL,NULL,NULL]",2
117,[quote] ils ont trop grand jardin .,"[NULL,NULL,NULL]",1
117,[quote] ils ont trop grand jardin .,"[NULL,NULL,NULL]",2
118,ça manque d' arbres hein quand_même . [media],"[NULL,NULL,NULL]",1
118,ça manque d' arbres hein quand_même . [media],"[NULL,NULL,NULL]",2
119,ouais . [media],"[NULL,NULL,NULL]",1
119,ouais . [media],"[NULL,NULL,NULL]",2
120,alors est-ce que tu veux qu'on la tourne de l'autre côté comme ça tu peux mettre les personnages dedans ? [media],"[NULL,NULL,NULL]",1
120,alors est-ce que tu veux qu'on la tourne de l'autre côté comme ça tu peux mettre les personnages dedans ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
121,hop . [media],"[NULL,NULL,NULL]",1
121,hop . [media],"[NULL,NULL,NULL]",2
122,[quote] voilà .,"[NULL,NULL,NULL]",1
122,[quote] voilà .,"[NULL,NULL,NULL]",2
123,mon ballon de foot . [media],"[NULL,NULL,NULL]",1
123,mon ballon de foot . [media],"[NULL,NULL,NULL]",2
124,euh non je crois que c'est un ballon de basket regarde . [media],"[NULL,NULL,NULL]",1
124,euh non je crois que c'est un ballon de basket regarde . [media],"[NULL,NULL,NULL]",2
125,parce que tu vois là il y a un panier de basket . [media],"[NULL,NULL,NULL]",1
125,parce que tu vois là il y a un panier de basket . [media],"[NULL,NULL,NULL]",2
126,plof ouais . [media],"[NULL,NULL,NULL]",1
126,plof ouais . [media],"[NULL,NULL,NULL]",2
127,c'est pour le basket . [media],"[NULL,NULL,NULL]",1
127,c'est pour le basket . [media],"[NULL,NULL,NULL]",2
128,hé normalement il doit glisser . [media],"[NULL,NULL,NULL]",1
128,hé normalement il doit glisser . [media],"[NULL,NULL,NULL]",2
129,ah ben ouais mais alors euh ... [media],"[NULL,NULL,NULL]",1
129,ah ben ouais mais alors euh ... [media],"[NULL,NULL,NULL]",2
130,[quote] [quote] là dessous .,"[NULL,NULL,NULL]",1
130,[quote] [quote] là dessous .,"[NULL,NULL,NULL]",2
131,normalement . [media],"[NULL,NULL,NULL]",1
131,normalement . [media],"[NULL,NULL,NULL]",2
132,regarde on fait semblant qu'il est là . [media],"[NULL,NULL,NULL]",1
132,regarde on fait semblant qu'il est là . [media],"[NULL,NULL,NULL]",2
133,et on doit le lancer . [media],"[NULL,NULL,NULL]",1
133,et on doit le lancer . [media],"[NULL,NULL,NULL]",2
134,[quote] là .,"[NULL,NULL,NULL]",1
134,[quote] là .,"[NULL,NULL,NULL]",2
135,vas_y . [media],"[NULL,NULL,NULL]",1
135,vas_y . [media],"[NULL,NULL,NULL]",2
136,. [media],"[NULL,NULL,NULL]",1
136,. [media],"[NULL,NULL,NULL]",2
137,[quote] panier bravo !,"[NULL,NULL,NULL]",1
137,[quote] panier bravo !,"[NULL,NULL,NULL]",2
138,alors qu'est-ce qu' y a d' autre ? [media],"[NULL,NULL,NULL]",1
138,alors qu'est-ce qu' y a d' autre ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
139,comme accessoire ? [media],"[NULL,NULL,NULL]",1
139,comme accessoire ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
140,ah encore une chaise . [media],"[NULL,NULL,NULL]",1
140,ah encore une chaise . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
141,qu'est-ce que c'est ça ? [media],"[NULL,NULL,NULL]",1
141,qu'est-ce que c'est ça ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]",2
142,c'est une chaise longue pour mettre dans le jardin tu sais .,"[NULL,NULL,NULL]",1
142,c'est une chaise longue pour mettre dans le jardin tu sais .,"[PAR-Follow-up:Give-response,NULL,NULL]",2
143,oui . [media],"[NULL,NULL,NULL]",1
143,oui . [media],"[NULL,NULL,NULL]",2
144,quand il fait beau .,"[NULL,NULL,NULL]",1
144,quand il fait beau .,"[NULL,NULL,NULL]",2
145,oh un truc pour faire man une manger . [media],"[NULL,NULL,NULL]",1
145,oh un truc pour faire man une manger . [media],"[NULL,NULL,NULL]",2
146,ah ben oui . [media],"[NULL,NULL,NULL]",1
146,ah ben oui . [media],"[NULL,NULL,NULL]",2
147,hop . [media],"[NULL,NULL,NULL]",1
147,hop . [media],"[NULL,NULL,NULL]",2
148,[quote] xxx \<None\> .,"[NULL,NULL,NULL]",1
148,[quote] xxx \<None\> .,"[NULL,NULL,NULL]",2
149,est-ce que ça ça irait pas sur la voiture ? [media],"[NULL,NULL,NULL]",1
149,est-ce que ça ça irait pas sur la voiture ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
150,non c'est une barrière . [media],"[NULL,NULL,NULL]",1
150,non c'est une barrière . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
151,mais c'est une barrière de quoi ? [media],"[NULL,NULL,NULL]",1
151,mais c'est une barrière de quoi ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]",2
152,non t as raison . [media],"[NULL,NULL,NULL]",1
152,non t as raison . [media],"[PAR-Follow-up:other,NULL,NULL]",2
153,tiens une plante . [media],"[NULL,NULL,NULL]",1
153,tiens une plante . [media],"[NULL,NULL,NULL]",2
154,une plante . [media],"[NULL,NULL,NULL]",1
154,une plante . [media],"[NULL,NULL,NULL]",2
155,un immeuble . [media],"[NULL,NULL,NULL]",1
155,un immeuble . [media],"[NULL,NULL,NULL]",2
156,un quoi ? [media],"[NULL,NULL,NULL]",1
156,un quoi ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
157,un immeuble . [media],"[NULL,NULL,NULL]",1
157,un immeuble . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
158,non un meuble pas un immeuble chérie . [media],"[NULL,NULL,NULL]",1
158,non un meuble pas un immeuble chérie . [media],"[PAR-Follow-up:Signal-disagreement,PAR-Follow-up:Give-response,NULL]",2
159,mais c'est pour mettre les livres . [media],"[NULL,NULL,NULL]",1
159,mais c'est pour mettre les livres . [media],"[NULL,NULL,NULL]",2
160,c'est une étagère peut-être oui . [media],"[NULL,NULL,NULL]",1
160,c'est une étagère peut-être oui . [media],"[NULL,NULL,NULL]",2
161,hum . [media],"[NULL,NULL,NULL]",1
161,hum . [media],"[NULL,NULL,NULL]",2
162,xxx . [media],"[NULL,NULL,NULL]",1
162,xxx . [media],"[NULL,NULL,NULL]",2
163,[quote] tiens là il y en a des livres .,"[NULL,NULL,NULL]",1
163,[quote] tiens là il y en a des livres .,"[NULL,NULL,NULL]",2
164,ah oui . [media],"[NULL,NULL,NULL]",1
164,ah oui . [media],"[NULL,NULL,NULL]",2
165,tu crois que c'est quoi comme livre ?,"[NULL,NULL,NULL]",1
165,tu crois que c'est quoi comme livre ?,"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
166,hum . [media],"[NULL,NULL,NULL]",1
166,hum . [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
167,[quote] c'est des livres de quoi ?,"[NULL,NULL,NULL]",1
167,[quote] c'est des livres de quoi ?,"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
168,ben je sais pas . [media],"[NULL,NULL,NULL]",1
168,ben je sais pas . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
169,0. une chaise . [media],"[NULL,NULL,NULL]",1
169,0. une chaise . [media],"[PAR-Follow-up:other,NULL,NULL]",2
170,une chaise . [media],"[NULL,NULL,NULL]",1
170,une chaise . [media],"[NULL,NULL,NULL]",2
171,et ça ? [media],"[NULL,NULL,NULL]",1
171,et ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
172,une table . [media],"[NULL,NULL,NULL]",1
172,une table . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
173,alors vas_y . [media],"[NULL,NULL,NULL]",1
173,alors vas_y . [media],"[PAR-Follow-up:other,NULL,NULL]",2
174,tu mets la table au milieu et puis on va les on va les installer . [media],"[NULL,NULL,NULL]",1
174,tu mets la table au milieu et puis on va les on va les installer . [media],"[NULL,NULL,NULL]",2
175,[quote] la table .,"[NULL,NULL,NULL]",1
175,[quote] la table .,"[NULL,NULL,NULL]",2
176,on les installe ? [media],"[NULL,NULL,NULL]",1
176,on les installe ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
177,ouais . [media],"[NULL,NULL,NULL]",1
177,ouais . [media],"[NULL,NULL,NULL]",2
178,qu'est-ce qu'i vont faire ? [media],"[NULL,NULL,NULL]",1
178,qu'est-ce qu'i vont faire ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
179,0. i vont manger . [media],"[NULL,NULL,NULL]",1
179,0. i vont manger . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
180,i vont manger quoi ? [media],"[NULL,NULL,NULL]",1
180,i vont manger quoi ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,Complex-long]",2
181,0. . [media],"[NULL,NULL,NULL]",1
181,0. . [media],"[NULL,NULL,NULL]",2
182,[quote] ah ça c'est les pas d' Omer .,"[NULL,NULL,NULL]",1
182,[quote] ah ça c'est les pas d' Omer .,"[NULL,NULL,NULL]",2
183,oui . toujours . [media],"[NULL,NULL,NULL]",1
183,oui . toujours . [media],"[NULL,NULL,NULL]",2
184,[quote] [quote] que j'entends très fort dans mon micro .,"[NULL,NULL,NULL]",1
184,[quote] [quote] que j'entends très fort dans mon micro .,"[NULL,NULL,NULL]",2
185,0. . [media],"[NULL,NULL,NULL]",1
185,0. . [media],"[NULL,NULL,NULL]",2
186,[quote] alors qu'est-ce qu'on va leur faire à manger ?,"[NULL,NULL,NULL]",1
186,[quote] alors qu'est-ce qu'on va leur faire à manger ?,"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
187,qu'est-ce que c'est ça ? [media],"[NULL,NULL,NULL]",1
187,qu'est-ce que c'est ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
188,de la salade . [media],"[NULL,NULL,NULL]",1
188,de la salade . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
189,on peut mettre ça . [media],"[NULL,NULL,NULL]",1
189,on peut mettre ça . [media],"[NULL,NULL,NULL]",2
190,hum . [media],"[NULL,NULL,NULL]",1
190,hum . [media],"[NULL,NULL,NULL]",2
191,qu'est-ce que c'est ? [media],"[NULL,NULL,NULL]",1
191,qu'est-ce que c'est ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
192,0. . [media],"[NULL,NULL,NULL]",1
192,0. . [media],"[NULL,NULL,NULL]",2
193,il y en a deux des trucs . [media],"[NULL,NULL,NULL]",1
193,il y en a deux des trucs . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
194,regarde c'est des petits pois et des ... [media],"[NULL,NULL,NULL]",1
194,regarde c'est des petits pois et des ... [media],"[PAR-Follow-up:Give-response,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]",2
195,[quote] carottes . [media],"[NULL,NULL,NULL]",1
195,[quote] carottes . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
196,tiens . ça c'est quoi ? [media],"[NULL,NULL,NULL]",1
196,tiens . ça c'est quoi ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
197,de la salade pas mûre . [media],"[NULL,NULL,NULL]",1
197,de la salade pas mûre . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
198,0. la salade pas mûre qui est violette . [media],"[NULL,NULL,NULL]",1
198,0. la salade pas mûre qui est violette . [media],"[PAR-Follow-up:Repeat-answer,PAR-Follow-up:Add-info,NULL]",2
199,ah oui . [media],"[NULL,NULL,NULL]",1
199,ah oui . [media],"[NULL,NULL,NULL]",2
200,alors . [media],"[NULL,NULL,NULL]",1
200,alors . [media],"[NULL,NULL,NULL]",2
201,[quote] on la mange pas alors .,"[NULL,NULL,NULL]",1
201,[quote] on la mange pas alors .,"[NULL,NULL,NULL]",2
202,salade violet . [media],"[NULL,NULL,NULL]",1
202,salade violet . [media],"[NULL,NULL,NULL]",2
203,oh regarde ça . [media],"[NULL,NULL,NULL]",1
203,oh regarde ça . [media],"[NULL,NULL,NULL]",2
204,ah du piment . [media],"[NULL,NULL,NULL]",1
